FECHA;SUBSISTEMA;ENTIDAD;TIPO DE CREDITO;TIPO DE OPERACION;ESTADO DE LA OPERACION;PROVINCIA;CANTON;SECTOR;SUBSECTOR;ACTIVIDAD;NÚMERO DE OPERACIONES;MONTO OTORGADO
31/03/2023;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO EMPRESARIAL;CREDITO;REESTRUCTURADA;GALAPAGOS;ISABELA;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO;ACTIVIDADES DE AGENCIAS DE VIAJES;ACTIVIDADES DE LAS AGENCIAS DE VIAJES DEDICADAS PRINCIPALMENTE A VENDER SERVICIOS DE VIAJES DE VIAJES ORGANIZADOS DE TRANSPORTE Y DE ALOJAMIENTO AL POR MAYOR O AL POR MENOR AL PÚBLICO EN GENERAL Y A CLIENTES COMERCIALES;1;575308.6
31/03/2023;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO PYMES;CREDITO;REESTRUCTURADA;GUAYAS;GUAYAQUIL;TRANSPORTE Y ALMACENAMIENTO;TRANSPORTE URBANO Y SUBURBANO DE PASAJEROS POR VÍA TERRESTRE;TRANSPORTE TERRESTRE DE PASAJEROS POR SISTEMAS DE TRANSPORTE URBANO QUE PUEDEN ABARCAR LÍNEAS DE AUTOBÚS TRANVÍA TROLEBÚS METRO FERROCARRIL ELEVADO LÍNEAS DE TRANSPORTE ENTRE LA CIUDAD Y EL AEROPUERTO O LA ESTACIÓN ETCÉTERA EL TRANSPORTE SE REALIZA POR RUTAS ESTABLECIDAS SIGUIENDO NORMALMENTE UN HORARIO FIJO Y EL EMBARQUE Y DESEMBARQUE DE PASAJEROS EN PARADAS ESTABLECIDAS INCLUYE LA EXPLOTACIÓN DE FUNICULARES TELEFÉRICOS ETCÉTERA QUE FORMEN PARTE DEL SISTEMA DE TRANSPORTE URBANO;2;58015.07
31/03/2023;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO PYMES;CREDITO;NOVADA;GUAYAS;EL TRIUNFO;AGRICULTURA GANADERÍA  SILVICULTURA Y PESCA;CULTIVO DE CAÑA DE AZÚCAR;CULTIVO DE CAÑA DE AZÚCAR;1;170696.31
31/03/2023;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO PYMES;CONTINGENTE;REESTRUCTURADA;PICHINCHA;QUITO;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS;VENTA AL POR MENOR DE PRODUCTOS FARMACÉUTICOS Y MEDICINALES COSMÉTICOS Y ARTÍCULOS DE TOCADOR EN COMERCIOS ESPECIALIZADOS;VENTA AL POR MENOR DE PRODUCTOS NATURISTAS EN ESTABLECIMIENTOS ESPECIALIZADOS;1;341734.43
31/03/2023;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO PYMES;CREDITO;NOVADA;PICHINCHA;QUITO;AGRICULTURA GANADERÍA  SILVICULTURA Y PESCA;CRÍA DE GANADO BOVINO Y BÚFALOS;PRODUCCIÓN DE LECHE CRUDA DE VACA;1;50979.27
31/03/2023;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO PYMES;CONTINGENTE;REESTRUCTURADA;PICHINCHA;QUITO;AGRICULTURA GANADERÍA  SILVICULTURA Y PESCA;CRÍA DE GANADO BOVINO Y BÚFALOS;CRÍA Y REPRODUCCIÓN DE GANADO BOVINO INCLUIDO LA OBTENCIÓN DE PELO Y EXCREMENTO;1;1128359.13
31/03/2023;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO PYMES;CREDITO;NOVADA;COTOPAXI;LATACUNGA;AGRICULTURA GANADERÍA  SILVICULTURA Y PESCA;CULTIVO DE OTRAS PLANTAS NO PERENNES;CULTIVO DE FLORES INCLUIDA LA PRODUCCIÓN DE FLORES CORTADAS Y CAPULLOS;1;203034.46
31/03/2023;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO PYMES;CONTINGENTE;REESTRUCTURADA;NAPO;EL CHACO;AGRICULTURA GANADERÍA  SILVICULTURA Y PESCA;CULTIVO DE PLANTAS CON LAS QUE SE PREPARAN BEBIDAS;CULTIVO DE CAFÉ;1;158993.06
31/03/2023;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO CORPORATIVO;CREDITO;REESTRUCTURADA;PICHINCHA;QUITO;INDUSTRIAS MANUFACTURERAS;FABRICACIÓN DE APARATOS ELECTRÓNICOS DE CONSUMO;FABRICACIÓN DE EQUIPO DE GRABACIÓN Y REPRODUCCIÓN DE SONIDO REPRODUCTORES DE CD EQUIPOS ESTEREOFÓNICOS EQUIPOS DE SONIDO ETCÉTERA RECEPTORES DE RADIO INCLUSO CON DISPOSITIVOS DE GRABACIÓN O REPRODUCCIÓN DE SONIDO O CON UN RELOJ;1;1702000
30/04/2023;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO PYMES;CREDITO;NOVADA;PICHINCHA;QUITO;CONSTRUCCIÓN;CONSTRUCCIÓN DE EDIFICIOS;CONSTRUCCIÓN DE TODO TIPO DE EDIFICIOS RESIDENCIALES: CASAS FAMILIARES INDIVIDUALES EDIFICIOS MULTIFAMILIARES INCLUSO EDIFICIOS DE ALTURAS ELEVADAS VIVIENDAS PARA ANCIANATOS CASAS PARA BENEFICENCIA ORFANATOS CÁRCELES CUARTELES CONVENTOS CASAS RELIGIOSAS INCLUYE REMODELACIÓN RENOVACIÓN O REHABILITACIÓN DE ESTRUCTURAS EXISTENTES;1;1196966.82
30/04/2023;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO EMPRESARIAL;CREDITO;REESTRUCTURADA;PICHINCHA;QUITO;AGRICULTURA GANADERÍA  SILVICULTURA Y PESCA;CRÍA DE AVES DE CORRAL;CRÍA Y REPRODUCCIÓN DE: CODORNICES PATOS GANSOS PAVOS Y GALLINAS DE GUINEA;1;445608.74
30/04/2023;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO PYMES;CONTINGENTE;REESTRUCTURADA;ZAMORA CHINCHIPE;ZAMORA;EXPLOTACIÓN DE MINAS Y CANTERAS;EXTRACCIÓN DE OTROS MINERALES METALÍFEROS NO FERROSOS;EXTRACCIÓN DE METALES PRECIOSOS: ORO PLATA PLATINO;1;343474.34
30/04/2023;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO EMPRESARIAL;CREDITO;REESTRUCTURADA;GUAYAS;GUAYAQUIL;OTRAS ACTIVIDADES DE SERVICIOS;OTRAS ACTIVIDADES DE SERVICIOS PERSONALES NCP;ACTIVIDADES DE RELACIÓN SOCIAL COMO LAS AGENCIAS QUE SE ENCARGAN DE LA CONTRATACIÓN DE ACOMPAÑANTES O PONER EN CONTACTO ENTRE SÍ A PERSONAS QUE BUSCAN COMPAÑÍA O AMISTAD Y LAS AGENCIAS MATRIMONIALES;1;348750
30/04/2023;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO PYMES;CREDITO;REESTRUCTURADA;COTOPAXI;PUJILI;INDUSTRIAS MANUFACTURERAS;ELABORACIÓN Y CONSERVACIÓN DE CARNE;EXPLOTACIÓN DE MATADEROS QUE REALIZAN ACTIVIDADES DE SACRIFICIO FAENAMIENTO PREPARACIÓN PRODUCCIÓN Y EMPACADO DE CARNE FRESCA REFRIGERADA O CONGELADA INCLUSO EN PIEZAS O PORCIONES INDIVIDUALES DE AVES DE CORRAL;1;687215.06
30/04/2023;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO CORPORATIVO;CREDITO;REESTRUCTURADA;TUNGURAHUA;AMBATO;INDUSTRIAS MANUFACTURERAS;FABRICACIÓN DE PRODUCTOS DE PLÁSTICO;FABRICACIÓN DE OTROS ARTÍCULOS DE PLÁSTICO DIVERSOS: ACCESORIOS PARA MUEBLES ESTATUILLAS ARTESANÍAS CORREAS DE TRANSPORTE Y TRANSMISIÓN CINTAS AUTOADHESIVAS PAPEL DE EMPAPELAR HORMAS DE ZAPATO BOQUILLAS DE CIGARROS Y CIGARRILLOS PEINES RULEROS ARTÍCULOS DE FANTASÍA PROMOCIÓNALES Y DE REGALO DE PLÁSTICO CANASTAS DE PLÁSTICO ETCÉTERA;1;798946.96
30/04/2023;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO EMPRESARIAL;CREDITO;REESTRUCTURADA;SANTA ELENA;SALINAS;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS;ACTIVIDADES DE ALOJAMIENTO PARA ESTANCIAS CORTAS;SERVICIOS DE ALOJAMIENTO PRESTADOS POR HOTELES HOTELES DE SUITES APART HOTELES COMPLEJOS TURÍSTICOS HOSTERÍAS;1;257998.51
30/04/2023;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO PYMES;CONTINGENTE;REESTRUCTURADA;BOLIVAR;GUARANDA;TRANSPORTE Y ALMACENAMIENTO;TRANSPORTE DE CARGA POR CARRETERA;TODAS LAS ACTIVIDADES DE TRANSPORTE DE CARGA POR CARRETERA INCLUIDO EN CAMIONETAS DE: TRONCOS GANADO TRANSPORTE REFRIGERADO CARGA PESADA CARGA A GRANEL INCLUIDO EL TRANSPORTE EN CAMIONES CISTERNA AUTOMÓVILES DESPERDICIOS Y MATERIALES DE DESECHO SIN RECOGIDA NI ELIMINACIÓN;1;19434.32
30/04/2023;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO PYMES;CREDITO;REESTRUCTURADA;TUNGURAHUA;AMBATO;TRANSPORTE Y ALMACENAMIENTO;TRANSPORTE URBANO Y SUBURBANO DE PASAJEROS POR VÍA TERRESTRE;TRANSPORTE TERRESTRE DE PASAJEROS POR SISTEMAS DE TRANSPORTE URBANO QUE PUEDEN ABARCAR LÍNEAS DE AUTOBÚS TRANVÍA TROLEBÚS METRO FERROCARRIL ELEVADO LÍNEAS DE TRANSPORTE ENTRE LA CIUDAD Y EL AEROPUERTO O LA ESTACIÓN ETCÉTERA EL TRANSPORTE SE REALIZA POR RUTAS ESTABLECIDAS SIGUIENDO NORMALMENTE UN HORARIO FIJO Y EL EMBARQUE Y DESEMBARQUE DE PASAJEROS EN PARADAS ESTABLECIDAS INCLUYE LA EXPLOTACIÓN DE FUNICULARES TELEFÉRICOS ETCÉTERA QUE FORMEN PARTE DEL SISTEMA DE TRANSPORTE URBANO;1;27470.23
30/04/2023;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO PYMES;CREDITO;NOVADA;LOS RIOS;VENTANAS;AGRICULTURA GANADERÍA  SILVICULTURA Y PESCA;TRATAMIENTO DE SEMILLAS PARA PROPAGACIÓN;ACTIVIDADES POSCOSECHA DIRIGIDAS A MEJORAR LA CALIDAD DE LAS SEMILLAS PARA PROPAGACIÓN A TRAVÉS DE LA ELIMINACIÓN DE LOS MATERIALES QUE NO SON SEMILLA SEMILLAS DE TAMAÑO INFERIOR AL NORMAL SEMILLAS DAÑADAS MECÁNICAMENTE O POR INSECTOS Y SEMILLAS INMADURAS ASÍ COMO LA ELIMINACIÓN DE LA HUMEDAD DE LAS SEMILLAS HASTA UN NIVEL QUE PERMITA SU ALMACENAMIENTO SEGURO ESTA ACTIVIDAD INCLUYE EL SECADO LIMPIEZA CLASIFICACIÓN Y TRATAMIENTO DE SEMILLAS HASTA SU COMERCIALIZACIÓN SE INCLUYE ASI MISMO EL TRATAMIENTO DE SEMILLAS GENÉTICAMENTE MODIFICADAS;1;55382.08
30/04/2023;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO CORPORATIVO;CREDITO;REESTRUCTURADA;PICHINCHA;QUITO;INDUSTRIAS MANUFACTURERAS;FABRICACIÓN DE ARTÍCULOS DE PUNTO Y GANCHILLO;FABRICACIÓN DE MEDIAS INCLUIDOS CALCETINES LEOTARDOS Y PANTIMEDIAS;1;977753.48
31/05/2023;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO PYMES;CREDITO;ORIGINAL;EL ORO;ARENILLAS;AGRICULTURA GANADERÍA  SILVICULTURA Y PESCA;ACUICULTURA MARINA;EXPLOTACIÓN DE CRIADEROS DE CAMARONES (CAMARONERAS) CRIADEROS DE LARVAS  DE CAMARÓN (LABORATORIOS DE LARVAS DE CAMARÓN);1;97810.93
31/05/2023;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO EMPRESARIAL;CREDITO;NOVADA;PICHINCHA;QUITO;ACTIVIDADES FINANCIERAS Y DE SEGUROS;FONDOS Y SOCIEDADES DE INVERSIÓN Y ENTIDADES FINANCIERAS SIMILARES;ACTIVIDADES DE ENTIDADES JURÍDICAS ORGANIZADAS PARA LA MANCOMUNIÓN DE VALORES U OTROS ACTIVOS FINANCIEROS SIN GESTIÓN EN NOMBRE DE ACCIONISTAS O BENEFICIARIOS LAS CARTERAS SE ADAPTAN A ESPECIFICACIONES CONCRETAS PARA LOGRAR DETERMINADAS CARACTERÍSTICAS POR EJEMPLO DE DIVERSIFICACIÓN RIESGO RENDIMIENTO Y VARIABILIDAD DE PRECIO ESAS ENTIDADES OBTIENEN INTERESES DIVIDENDOS Y OTRAS RENTAS DE LA PROPIEDAD PERO TIENEN POCOS EMPLEADOS Y NO OBTIENEN INGRESOS POR CONCEPTO DE VENTA DE SERVICIOS SE INCLUYEN LAS SIGUIENTES ACTIVIDADES: FONDOS DE INVERSIÓN DE PARTICIPACIÓN ABIERTA FONDOS DE INVERSIÓN CERRADOS FIDEICOMISOS LEGADOS O CUENTAS DE AGENCIA ADMINISTRADOS EN NOMBRE DE LOS BENEFICIARIOS EN VIRTUD DE UN CONTRATO DE FIDUCIA UN TESTAMENTO O UN CONTRATO DE REPRESENTACIÓN SOCIEDADES DE INVERSIÓN MOBILIARIA;1;1183912
31/05/2023;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO PYMES;CREDITO;REESTRUCTURADA;PICHINCHA;QUITO;CONSTRUCCIÓN;CONSTRUCCIÓN DE EDIFICIOS;CONSTRUCCIÓN DE TODO TIPO DE EDIFICIOS RESIDENCIALES: CASAS FAMILIARES INDIVIDUALES EDIFICIOS MULTIFAMILIARES INCLUSO EDIFICIOS DE ALTURAS ELEVADAS VIVIENDAS PARA ANCIANATOS CASAS PARA BENEFICENCIA ORFANATOS CÁRCELES CUARTELES CONVENTOS CASAS RELIGIOSAS INCLUYE REMODELACIÓN RENOVACIÓN O REHABILITACIÓN DE ESTRUCTURAS EXISTENTES;1;174660.89
31/05/2023;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO EMPRESARIAL;CREDITO;NOVADA;GUAYAS;GUAYAQUIL;CONSTRUCCIÓN;CONSTRUCCIÓN DE EDIFICIOS;CONSTRUCCIÓN DE TODO TIPO DE EDIFICIOS NO RESIDENCIALES: EDIFICIOS DE PRODUCCIÓN INDUSTRIAL EJ FÁBRICAS TALLERES PLANTAS DE ENSAMBLAJE HOSPITALES ESCUELAS EDIFICIOS DE OFICINAS HOTELES ALMACENES CENTROS COMERCIALES BODEGAS RESTAURANTES OBSERVATORIOS IGLESIAS MUSEOS AEROPORTUARIOS PORTUARIOS Y EDIFICIOS DE ESTACIONES DE BUSES TROLEBUSES TREN INCLUSO ESTACIONAMIENTOS SUBTERRÁNEOS DE INSTALACIONES DEPORTIVAS INTERIORES TECHADAS ETCÉTERA INCLUYE REMODELACIÓN RENOVACIÓN O REHABILITACIÓN DE ESTRUCTURAS EXISTENTES;1;848758.99
31/05/2023;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO EMPRESARIAL;CREDITO;REESTRUCTURADA;ESMERALDAS;QUININDE;AGRICULTURA GANADERÍA  SILVICULTURA Y PESCA;CULTIVO DE FRUTOS OLEAGINOSOS;CULTIVO DE PALMAS DE ACEITE (PALMA AFRICANA);1;436009.18
31/05/2023;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO PYMES;CONTINGENTE;REESTRUCTURADA;GUAYAS;GUAYAQUIL;TRANSPORTE Y ALMACENAMIENTO;TRANSPORTE DE CARGA POR CARRETERA;TODAS LAS ACTIVIDADES DE TRANSPORTE DE CARGA POR CARRETERA INCLUIDO EN CAMIONETAS DE: TRONCOS GANADO TRANSPORTE REFRIGERADO CARGA PESADA CARGA A GRANEL INCLUIDO EL TRANSPORTE EN CAMIONES CISTERNA AUTOMÓVILES DESPERDICIOS Y MATERIALES DE DESECHO SIN RECOGIDA NI ELIMINACIÓN;1;9530.38
31/05/2023;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;MICROCREDITO DE ACUMULACION AMPLIADA;CREDITO;NOVADA;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;TRANSPORTE Y ALMACENAMIENTO;TRANSPORTE URBANO Y SUBURBANO DE PASAJEROS POR VÍA TERRESTRE;TRANSPORTE TERRESTRE DE PASAJEROS POR SISTEMAS DE TRANSPORTE URBANO QUE PUEDEN ABARCAR LÍNEAS DE AUTOBÚS TRANVÍA TROLEBÚS METRO FERROCARRIL ELEVADO LÍNEAS DE TRANSPORTE ENTRE LA CIUDAD Y EL AEROPUERTO O LA ESTACIÓN ETCÉTERA EL TRANSPORTE SE REALIZA POR RUTAS ESTABLECIDAS SIGUIENDO NORMALMENTE UN HORARIO FIJO Y EL EMBARQUE Y DESEMBARQUE DE PASAJEROS EN PARADAS ESTABLECIDAS INCLUYE LA EXPLOTACIÓN DE FUNICULARES TELEFÉRICOS ETCÉTERA QUE FORMEN PARTE DEL SISTEMA DE TRANSPORTE URBANO;1;43779.76
30/06/2023;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;MICROCREDITO DE ACUMULACION AMPLIADA;CREDITO;REESTRUCTURADA;PICHINCHA;QUITO;TRANSPORTE Y ALMACENAMIENTO;TRANSPORTE DE CARGA POR CARRETERA;TODAS LAS ACTIVIDADES DE TRANSPORTE DE CARGA POR CARRETERA INCLUIDO EN CAMIONETAS DE: TRONCOS GANADO TRANSPORTE REFRIGERADO CARGA PESADA CARGA A GRANEL INCLUIDO EL TRANSPORTE EN CAMIONES CISTERNA AUTOMÓVILES DESPERDICIOS Y MATERIALES DE DESECHO SIN RECOGIDA NI ELIMINACIÓN;1;18466.46
30/06/2023;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO PYMES;CONTINGENTE;REESTRUCTURADA;EL ORO;HUAQUILLAS;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS;ACTIVIDADES DE ALOJAMIENTO PARA ESTANCIAS CORTAS;SERVICIOS DE ALOJAMIENTO PRESTADOS POR HOTELES HOTELES DE SUITES APART HOTELES COMPLEJOS TURÍSTICOS HOSTERÍAS;1;219354.92
30/06/2023;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO PYMES;CREDITO;REESTRUCTURADA;PICHINCHA;QUITO;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS;ACTIVIDADES DE ALOJAMIENTO PARA ESTANCIAS CORTAS;SERVICIOS DE ALOJAMIENTO PRESTADOS POR HOTELES HOTELES DE SUITES APART HOTELES COMPLEJOS TURÍSTICOS HOSTERÍAS;1;136043.72
30/06/2023;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;MICROCREDITO DE ACUMULACION AMPLIADA;CONTINGENTE;REESTRUCTURADA;LOJA;LOJA;TRANSPORTE Y ALMACENAMIENTO;OTRAS ACTIVIDADES DE TRANSPORTE DE PASAJEROS POR VÍA TERRESTRE;SERVICIOS DE TAXIS;1;10463.56
30/06/2023;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO PYMES;CREDITO;REESTRUCTURADA;GUAYAS;GUAYAQUIL;TRANSPORTE Y ALMACENAMIENTO;TRANSPORTE URBANO Y SUBURBANO DE PASAJEROS POR VÍA TERRESTRE;TRANSPORTE TERRESTRE DE PASAJEROS POR SISTEMAS DE TRANSPORTE URBANO QUE PUEDEN ABARCAR LÍNEAS DE AUTOBÚS TRANVÍA TROLEBÚS METRO FERROCARRIL ELEVADO LÍNEAS DE TRANSPORTE ENTRE LA CIUDAD Y EL AEROPUERTO O LA ESTACIÓN ETCÉTERA EL TRANSPORTE SE REALIZA POR RUTAS ESTABLECIDAS SIGUIENDO NORMALMENTE UN HORARIO FIJO Y EL EMBARQUE Y DESEMBARQUE DE PASAJEROS EN PARADAS ESTABLECIDAS INCLUYE LA EXPLOTACIÓN DE FUNICULARES TELEFÉRICOS ETCÉTERA QUE FORMEN PARTE DEL SISTEMA DE TRANSPORTE URBANO;1;23024
30/06/2023;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO PYMES;CREDITO;REFINANCIADA;MANABI;PUERTO LOPEZ;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS;ACTIVIDADES DE ALOJAMIENTO PARA ESTANCIAS CORTAS;SERVICIOS DE ALOJAMIENTO PRESTADOS POR HOTELES HOTELES DE SUITES APART HOTELES COMPLEJOS TURÍSTICOS HOSTERÍAS;1;45236.83
30/06/2023;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO EMPRESARIAL;CREDITO;NOVADA;SANTA ELENA;LA LIBERTAD;INDUSTRIAS MANUFACTURERAS;ELABORACIÓN Y CONSERVACIÓN DE PESCADOS CRUSTÁCEOS Y MOLUSCOS;ELABORACIÓN DE PRODUCTOS DE PESCADO: COCINADO FILETES DE PESCADO HUEVOS DE PESCADO CAVIAR Y SUSTITUTOS DEL CAVIAR ETCÉTERA ELABORACIÓN DE PRODUCTOS DE CRUSTÁCEOS (EXCEPTO CAMARÓN Y LANGOSTINOS) Y OTROS MOLUSCOS MEDIANTE EL SECADO SALAZÓN CONSERVACIÓN EN SALMUERA ENLATADOS AHUMADO ETCÉTERA;1;1079702.22
30/06/2023;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;MICROCREDITO DE ACUMULACION AMPLIADA;CREDITO;REFINANCIADA;LOJA;CATAMAYO;AGRICULTURA GANADERÍA  SILVICULTURA Y PESCA;CULTIVO DE CAÑA DE AZÚCAR;CULTIVO DE CAÑA DE AZÚCAR;1;360000
30/06/2023;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO PYMES;CREDITO;NOVADA;LOS RIOS;BABAHOYO;AGRICULTURA GANADERÍA  SILVICULTURA Y PESCA;CULTIVO DE CAÑA DE AZÚCAR;CULTIVO DE CAÑA DE AZÚCAR;1;809523.81
30/06/2023;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO PYMES;CONTINGENTE;REESTRUCTURADA;LOJA;LOJA;AGRICULTURA GANADERÍA  SILVICULTURA Y PESCA;CRÍA DE CERDOS;CRÍA Y REPRODUCCIÓN DE CERDOS;1;129049.73
30/06/2023;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO PYMES;CREDITO;REFINANCIADA;LOJA;CATAMAYO;AGRICULTURA GANADERÍA  SILVICULTURA Y PESCA;CULTIVO DE CAÑA DE AZÚCAR;CULTIVO DE CAÑA DE AZÚCAR;1;66666.66
30/06/2023;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;MICROCREDITO DE ACUMULACION AMPLIADA;CREDITO;REFINANCIADA;MANABI;PUERTO LOPEZ;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS;ACTIVIDADES DE ALOJAMIENTO PARA ESTANCIAS CORTAS;OTROS SERVICIOS DE ALOJAMIENTOS POR CORTO TIEMPO: CASAS DE HUÉSPEDES CABAÑAS CHALETS CABAÑAS CON SERVICIO DE MANTENIMIENTO Y LIMPIEZA HOSTALES JUVENILES Y REFUGIOS DE MONTAÑA;1;28977.25
30/06/2023;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO PYMES;CREDITO;REESTRUCTURADA;MANABI;CHONE;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS;ACTIVIDADES DE ALOJAMIENTO PARA ESTANCIAS CORTAS;SERVICIOS DE ALOJAMIENTO PRESTADOS POR HOTELES HOTELES DE SUITES APART HOTELES COMPLEJOS TURÍSTICOS HOSTERÍAS;1;184874.75
31/07/2023;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO PYMES;CREDITO;REESTRUCTURADA;CHIMBORAZO;RIOBAMBA;CONSTRUCCIÓN;CONSTRUCCIÓN DE EDIFICIOS;CONSTRUCCIÓN DE TODO TIPO DE EDIFICIOS RESIDENCIALES: CASAS FAMILIARES INDIVIDUALES EDIFICIOS MULTIFAMILIARES INCLUSO EDIFICIOS DE ALTURAS ELEVADAS VIVIENDAS PARA ANCIANATOS CASAS PARA BENEFICENCIA ORFANATOS CÁRCELES CUARTELES CONVENTOS CASAS RELIGIOSAS INCLUYE REMODELACIÓN RENOVACIÓN O REHABILITACIÓN DE ESTRUCTURAS EXISTENTES;1;51249.21
31/07/2023;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO EMPRESARIAL;CREDITO;NOVADA;GUAYAS;GUAYAQUIL;AGRICULTURA GANADERÍA  SILVICULTURA Y PESCA;CULTIVO DE CEREALES (EXCEPTO ARROZ) LEGUMBRES Y SEMILLAS OLEAGINOSAS;CULTIVO DE MAÍZ;1;1133477.79
